/home/codexsafe	d	4096	755	1000	1000	1778230887.0000000000	
/home/codexsafe/.agents	d	4096	755	1000	1000	1778230887.0000000000	
/home/codexsafe/.agents/skills	d	4096	755	1000	1000	1778230887.0000000000	
/home/codexsafe/.codex	d	4096	755	1000	1000	1778230887.0000000000	
/output	d	4096	775	1000	1000	1778233921.9014476000	
/output/codex_docker_smoke_stderr.txt	f	0	664	1000	1000	1778233921.9014476000	
/output/codex_docker_smoke_stdout.txt	f	0	664	1000	1000	1778233921.9014476000	
/output/docker_build_stderr.txt	f	1596	664	1000	1000	1778233921.7024544380	
/output/docker_build_stdout.txt	f	0	664	1000	1000	1778233920.6734899370	
/output/filesystem_diff_smoke_preview.txt	f	1699	664	1000	1000	1778233920.6724899720	
/workspace	d	4096	755	1000	1000	1778233922.3574320840	
/workspace/safe_skill	d	4096	775	1000	1000	1778202534.1161388630	
